,0,1
1632,.....',20
1633,(+).,20
1634,!!!#,20
1635,ý,20
1636,[*,20
1637,$?!,20
1638,"!,..",20
1639,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,20
1640,"""?),",20
1641,=================,20
1642,.‍,20
1643,:(..,20
1644,"!?"".",20
1645,"á,",20
1646,!!????,20
1647,!!!:,20
1648,..!),20
1649,"""!).",20
1650,.......),20
1651,!!!!!!!),20
1652,:)....,20
1653,"?!?!?!""",20
1654,'è,20
1655,)........,20
1656,",,.",20
1657,?)--,20
1658,-------------------------------------,20
1659,....?!,20
1660,***-,20
1661,?!!).,20
1662,*@,20
1663,/&,20
1664,"?????""",20
1665,"...""...",20
1666,__________________,20
1667,(????).,20
1668,**).,20
1669,.............................,20
1670,(!?).,20
1671,．,20
1672,??!!!!!,19
1673,..],19
1674,**...,19
1675,..=),19
1676,!!!!-,19
1677,Ō,19
1678,+(,19
1679,----------------------------------------,19
1680,^_~,19
1681,":"")",19
1682,***********************,19
1683,(+/-,19
1684,"""?...",19
1685,!!!!!!!.,19
1686,...'.,19
1687,",!!!",19
1688,）,19
1689,(?)),19
1690,$$$$),19
1691,{{,19
1692,"~""",19
1693,"($$$),",19
1694,;^),19
1695,______________,19
1696,::),19
1697,------------------------------,19
1698,(?)/,19
1699,"""!!!!!!",19
1700,和,19
1701,(!!!,19
1702,--',19
1703,!?!?!?!?!,19
1704,._.,19
1705,",...).",19
1706,!?!!!,19
1707,%.....,19
1708,:(:(,19
1709,‍),19
1710,(^,19
1711,?*************************,19
1712,"$$),",19
1713,(?)-,19
1714,:-))),19
1715,!=),19
1716,.................................,19
1717,.......!,19
1718,_______________,19
1719,(-.,19
1720,?!....,19
1721,?!?!??!,19
1722,&!,19
1723,%#,19
1724,(@$,19
1725,(+/-),18
1726,-$.,18
1727,??!!).,18
1728,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,18
1729,`.,18
1730,:(((((,18
1731,ă,18
1732,=%,18
1733,:-)...,18
1734,é--,18
1735,____________________________________________,18
1736,?!?...,18
1737,";)),",18
1738,%!),18
1739,???!?,18
1740,Ú,18
1741,________________________,18
1742,($$).,18
1743,"$"".",18
1744,+++!!,18
1745,;},18
1746,:)-,18
1747,/é,18
1748,...=,18
1749,??)...,18
1750,_(,18
1751,!??!!,18
1752,------------------------------------------------------------------------------------------,18
1753,^),18
1754,"!"".....",18
1755,"™,",18
1756,(!,18
1757,分,18
1758,?)?,18
1759,çà,18
1760,'?!,18
1761,..:-),18
1762,($).,18
1763,****************************,18
1764,::.,18
1765,!!!!.....,18
1766,;_;,18
1767,????!!,18
1768,-----------------------------------------­­­­­­­­­­­­­­­­-----------------------,18
1769,!+,17
1770,"ú,",17
1771,"!!!!!!!""",17
1772,]-,17
1773,[?],17
1774,¢/,17
1775,???.....,17
1776,.....!!,17
1777,‼.,17
1778,((((,17
1779,!​,17
1780,.].,17
1781,---.,17
1782,"&""",17
1783,"""!!!!!!!",17
1784,...+,17
1785,"____""",17
1786,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,17
1787,"?],",17
1788,ĺ,17
1789,**!!!,17
1790,:?,17
1791,Â,17
1792,?!?!?!),17
1793,_____.,17
1794,"?""!",17
1795,５,17
1796,感動しました！大好きです。,17
1797,４,17
1798,美味しい！沢山の人に紹介したい！,17
1799,３,17
1800,アベレージ！,17
1801,２,17
1802,私の好みではありませんでした。でもまたいつかチャレンジしてもいいかな。。。,17
1803,１,17
1804,もう二度と伺うことはありません。,17
1805,"""é",17
1806,$$!!!,17
1807,)].,17
1808,"""...?",17
1809,$$$',17
1810,*&%,17
1811,"!,,,",17
1812,.......(,17
1813,ò.,17
1814,'!!!!,17
1815,"=),",17
1816,"ì,",17
1817,?.......,17
1818,"%"".",17
1819,"?!"")",17
1820,"...""?",17
1821,?'),17
1822,?**,17
1823,è!,17
1824,【,17
1825,"___""",17
1826,!$,17
1827,"""?!?!",17
1828,ī,17
1829,"!)""",17
1830,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,17
1831,(?!?).,17
1832,",($",17
1833,",+",17
1834,:)))))),17
1835,",#",16
1836,.)-,16
1837,!!;),16
1838,"????,",16
1839,",,..",16
1840,"$$""",16
1841,.)..,16
1842,....????,16
1843,------------------------------------,16
1844,*.....,16
1845,"""(?)",16
1846,...!!!!!!,16
1847,...................................,16
1848,$$$!!,16
1849,‑,16
1850,℅,16
1851,"),.",16
1852,_),16
1853,?!!!?,16
1854,____.,16
1855,...***,16
1856,::::::,16
1857,......).,16
1858,+++++!,16
1859,!??!?,16
1860,?},16
1861,"!!!!"".",16
1862,""".(",16
1863,?...),16
1864,*+,16
1865,"...?),",16
1866,?????.,16
1867,!*****,16
1868,"""?""",16
1869,?!?!!!!,16
1870,-;,16
1871,!*),16
1872,:**,16
1873,?!??!?,16
1874,$$$$$!,16
1875,$.....,16
1876,"]"".",16
1877,????!!!!!,16
1878,;-/,16
1879,",/",16
1880,______________________________________________________,16
1881,""".""",16
1882,*&^,16
1883,(+++),16
1884,"******,",16
1885,©,16
1886,+++),16
1887,*%#,16
1888,)????,16
1889,&@,16
1890,-.-.,16
1891,---------------------------------------------------------,16
1892,$$$$$$$$$,15
1893,.*),15
1894,%?),15
1895,:))).,15
1896,...):,15
1897,****(,15
1898,!!!--,15
1899,!??!?!,15
1900,!!!****,15
1901,??-,15
1902,"?""...""",15
1903,.....*,15
1904,"ō,",15
1905,!!!!:),15
1906,!!!!!..,15
1907,:/...,15
1908,"(!!!!),",15
1909,?)!!!,15
1910,?_,15
1911,"!},",15
1912,?!)...,15
1913,!!!!?????,15
1914,%(,15
1915,$$$!!!,15
1916,________________,15
1917,″,15
1918,+*,15
1919,")...""",15
1920,'*,15
1921,(_,15
1922,=|,15
1923,-!!!,15
1924,-@$$,15
1925,!!!......,15
1926,=].,15
1927,*):,15
1928,ù.,15
1929,.`,15
1930,^_^),15
1931,⁉,15
1932,**$,15
1933,《,15
1934,"----""",15
1935,)----,15
1936,..;),15
1937,.----,15
1938,/=,15
1939,$!),15
1940,!!!!(,15
1941,".""--",15
1942,!!!!??,15
1943,%&,15
1944,[#,15
1945,=',15
1946,$$$$$$$.,15
1947,"""?????",15
1948,$$$$).,15
1949,"!""!",15
1950,][,15
1951,!?!??!,15
1952,&$@,15
1953,】,15
1954,","")",15
1955,"?!""...",15
1956,",,,,,,,,",15
1957,=====================,15
1958,&&&&,15
1959,$:,15
1960,........!,15
1961,*#%,15
1962,..................................,15
1963,:-)))),15
1964,$*,15
1965,#?,15
1966,"`,",15
1967,******************************,15
1968,"?""......",15
1969,-----------------------------------------------------------------------------------------------,15
1970,--------------------------------------------------­­­­­­­-----------------------,15
1971,(($,15
1972,÷,15
1973,′,14
1974,---(,14
1975,ー,14
1976,"-_-""",14
1977,小籠包,14
1978,""".....""",14
1979,%--,14
1980,"""----",14
1981,.)--,14
1982,....-,14
1983,"(!?),",14
1984,..)..,14
1985,"ï,",14
1986,(-$,14
1987,&...,14
1988,"*"".",14
1989,-_-).,14
1990,;-)).,14
1991,".""!",14
1992,"+"".",14
1993,(!!!!).,14
1994,?!!!),14
1995,"...!""",14
1996,É.,14
1997,?'...,14
1998,;-{),14
1999,__________________________________________,14
2000,+):,14
2001,!!?),14
2002,**!!,14
2003,#...,14
2004,?!)!,14
2005,...à,14
2006,_______________________,14
2007,+.....,14
2008,¢-,14
2009,-----------------------------------------------------------------------,14
2010,!!!?!,14
2011,*-*,14
2012,...?????,14
2013,ė,14
2014,?!??!?!,14
2015,*#@,14
2016,é!),14
2017,.!!!!!!!,14
2018,"(+),",14
2019,.]),14
2020,=/=,14
2021,?!!?!?,14
2022,................................,14
2023,(::,14
2024,@*,14
2025,!?!!?,14
2026,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,14
2027,!@#,14
2028,????....,14
2029,".?),",14
2030,$+.,14
2031,.)?,14
2032,/...,14
2033,^____^,14
2034,%+.,14
2035,........$,14
2036,!.........,14
2037,""")....",14
2038,"!...""",14
2039,---!,14
2040,________________________________,14
2041,-_____-,14
2042,****),13
2043,"_____,",13
2044,++++++++++++,13
2045,~!!!!,13
2046,=_=,13
2047,?)),13
2048,(-_-),13
2049,|$,13
2050,"?""""",13
2051,!:)),13
2052,'+,13
2053,!!!!......,13
2054,$$$....,13
2055,}},13
2056,",.,",13
2057,:)~,13
2058,.:).,13
2059,=*(,13
2060,"!'""",13
2061,____________________________________________________,13
2062,à',13
2063,-_-',13
2064,??????????????,13
2065,$$$..,13
2066,"?!?!"".",13
2067,é.....,13
2068,!........,13
2069,-**,13
2070,-($,13
2071,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,13
2072,.^^;,13
2073,"""***",13
2074,__________________________,13
2075,",.......",13
2076,!!!)!,13
2077,.....??,13
2078,/#!,13
2079,{$,13
2080,"%+,",13
2081,!!)..,13
2082,!!?!!,13
2083,-***,13
2084,***!!,13
2085,"?!?"".",13
2086,".....),",13
2087,++++++.,13
2088,$$$$...,13
2089,!).....,13
2090,]?,13
2091,"""($",13
2092,======================,13
2093,._,13
2094,='(,13
2095,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,13
2096,"),,",13
2097,(...),13
2098,([,13
2099,.:.,13
2100,-_-...,13
2101,????????????????,13
2102,..)!,13
2103,???)...,13
2104,[-,13
2105,===================,13
2106,___.,13
2107,_______________________________________,13
2108,[',13
2109,.:)),13
2110,!!??!,13
2111,"!!??""",13
2112,.(?),13
2113,à).,13
2114,"?!?,",13
2115,°),13
2116,).),13
2117,)!?,13
2118,¤,13
2119,.....!!!,12
2120,!!#,12
2121,!?',12
2122,____________________________,12
2123,?)).,12
2124,($$$$).,12
2125,--!,12
2126,...:-(,12
2127,%*,12
2128,****:,12
2129,/-/,12
2130,=\.,12
2131,""",,,",12
2132,"*.""",12
2133,???!?!,12
2134,$???,12
2135,!??),12
2136,:().,12
2137,.;-),12
2138,.!?,12
2139,]..,12
2140,!!!!*,12
2141,ï.,12
2142,+-$,12
2143,!)).,12
2144,!'...,12
2145,"!?,",12
2146,:....,12
2147,******.,12
2148,[=,12
2149,--*,12
2150,+/-.,12
2151,°-,12
2152,",..)",12
2153,#####,12
2154,",........",12
2155,"#),",12
2156,:~),12
2157,___________________________,12
2158,"??""...",12
2159,!!!!!!!!.,12
2160,=]],12
2161,"!"";",12
2162,í!,12
2163,!!!!***,12
2164,*--,12
2165,------------------------------------------------------------------------,12
2166,!?????,12
2167,(!!!!!!),12
2168,).*,12
2169,":,)",12
2170,+++++++++++,12
2171,"??"",",12
2172,??!).,12
2173,--------------------------------------------------------------------------------,12
2174,%??,12
2175,^^).,12
2176,:'-(,12
2177,!!!~,12
2178,:))))))),12
2179,$$$-,12
2180,...)?,12
2181,:):):):),12
2182,@#%,12
2183,//*****,12
2184,(--,12
2185,************************,12
2186,@%,12
2187,****************************************************,12
2188,...::,12
2189,================,12
2190,:(:(:(,12
2191,.....????,12
2192,!?!?!),12
2193,(?)....,12
2194,(!!,12
2195,#/,12
2196,"-"".",12
2197,在,12
2198,*%$,12
2199,+_,12
2200,~~~~~~,12
2201,-------------------------------------------------------------------------,12
2202,-!!,12
2203,"!!!!!!,",12
2204,"????),",12
2205,",...""",12
2206,ış,12
2207,ó!,12
2208,+[,12
2209,!!?!?!,12
2210,À.,12
2211,Œ,12
2212,"É,",12
2213,"é.""",12
2214,Ū,12
2215,]]--,12
2216,!!!!!?,11
2217,$%#,11
2218,...ç,11
2219,/%,11
2220,***...,11
2221,----.,11
2222,è',11
2223,)-:,11
2224,______.,11
2225,"?""(",11
2226,....],11
2227,"...,.",11
2228,"!""--",11
2229,?!?!?!?!?!?,11
2230,???!!!!!!,11
2231,/!,11
2232,--------------------------------------------------------,11
2233,**********************************************,11
2234,"""$$$$""",11
2235,@$!,11
2236,":-(,",11
2237,''),11
2238,...?...,11
2239,:-((,11
2240,"($),",11
2241,"."".....",11
2242,!!;,11
2243,!.),11
2244,.?!?!,11
2245,å.,11
2246,"$$$),",11
2247,_______________________________,11
2248,$$-$$$.,11
2249,É!,11
2250,$&!,11
2251,‼‼‼‼,11
2252,/#/,11
2253,'],11
2254,.)....,11
2255,***',11
2256,_________________,11
2257,.....:),11
2258,†,11
2259,$$/,11
2260,":-)),",11
2261,??/,11
2262,**************************************,11
2263,"ò,",11
2264,"!?!?!""",11
2265,*************************************,11
2266,??!?!?!?,11
2267,(!)...,11
2268,:].,11
2269,.!.,11
2270,!!!!!????,11
2271,#$%^,11
2272,(**),11
2273,:).....,11
2274,_________________________________,11
2275,~).,11
2276,;-;,11
2277,********************************,11
2278,-__-.,11
2279,?????????????????,11
2280,.?).,11
2281,"""...)",11
2282,#@$,11
2283,;)..,11
2284,(!?!),11
2285,!!!!!!!',11
2286,""")-",11
2287,"?"":",11
2288,:@,11
2289,?!!??!,11
2290,"++++,",11
2291,(?);,11
2292,'.......,11
2293,.******,11
2294,"!?!),",11
2295,???????????????,11
2296,+!),11
2297,"""...........",11
2298,!!@,11
2299,_________________________________________________________,11
2300,?!?!.,11
2301,",,,.",11
2302,++++++!,11
2303,===========================,11
2304,^_^).,11
2305,)~,11
2306,.?????,11
2307,........),11
2308,!!)),11
2309,:)],11
2310,-----------------------------------------------------------------,11
2311,"""@",11
2312,",!!!!",11
2313,............................................,11
2314,ı.,11
2315,@*&,11
2316,(*$,11
2317,"""].",10
2318,.......?,10
2319,.........................................,10
2320,"!?"",",10
2321,Ć,10
2322,?!?!...,10
2323,ě,10
2324,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,10
2325,?!?!?!!?,10
2326,"**),",10
2327,":/,",10
2328,‍).,10
2329,!!!!!!...,10
2330,~~!!,10
2331,.........(,10
2332,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,10
2333,?!?!?!!,10
2334,?........,10
2335,_!,10
2336,"!""(",10
2337,!&,10
2338,"?!"").",10
2339,"?..""",10
2340,;-)!,10
2341,#%*,10
2342,==================,10
2343,*:),10
2344,**',10
2345,--&,10
2346,Ã,10
2347,...?!?!,10
2348,!?!?).,10
2349,"!!"")",10
2350,?).....,10
2351,=.,10
2352,;)!!,10
2353,')...,10
2354,")"":",10
2355,:+),10
2356,$$$-$$$$,10
2357,-???,10
2358,"!!!"")",10
2359,.%,10
2360,?!);,10
2361,]',10
2362,".!),",10
2363,))...,10
2364,*****-,10
2365,!----,10
2366,%%,10
2367,:'(.,10
2368,)-$,10
2369,------------------------------------------------------------,10
2370,!!(:,10
2371,***!!!,10
2372,?!],10
2373,........(,10
2374,!!!???!!!,10
2375,++).,10
2376,Č,10
2377,!?!?!!,10
2378,).!,10
2379,....................................,10
2380,!!!!!!',10
2381,"!!!!!"".",10
2382,$&@!,10
2383,-;),10
2384,"""À",10
2385,!???!,10
2386,:_,10
2387,"""~",10
2388,..!!!!!,10
2389,"""**",10
2390,"""?!!",10
2391,--?,10
2392,_____________________________________________________,10
2393,=))),10
2394,")""...",10
2395,%......,10
2396,______________________________,10
2397,????!!!!!!,10
2398,@#*,10
2399,"@$$,",10
2400,$!!!!!!,10
2401,同,10
2402,*****!,10
2403,"..,,,",10
2404,.....:(,10
2405,?!!!!!!!,10
2406,",...),",10
2407,:)!!!!,10
2408,!?..,10
2409,}!,10
2410,.....&,10
2411,",""...",10
2412,______________________,10
2413,"""+""",10
2414,=======================,10
2415,ö.,10
2416,--------------------------------------------------­­­­­­­­­­­-----------------------,10
2417,!******,10
2418,!=,10
2419,*******.,10
2420,:)?,10
2421,··,10
2422,::::::::::,10
2423,"À,",10
2424,"?....""",10
2425,?;),10
2426,ůž,10
2427,"""!?!",10
2428,*********************************,10
2429,=*,10
2430,.:-(,9
2431,?!?!?).,9
2432,++!!!,9
2433,"($$),",9
2434,.!!!!!!!!,9
2435,(?)).,9
2436,"$$$""",9
2437,"---,",9
2438,".],",9
2439,(:.,9
2440,";)""",9
2441,"!!!""...",9
2442,(+.,9
2443,"(?!?),",9
2444,*.),9
2445,""",.",9
2446,:***,9
2447,****',9
2448,€.,9
2449,"""'.",9
2450,---------------------------------------------------------------------------------------------,9
2451,___________________,9
2452,--------------------------------------------------------------,9
2453,!?!?!?!?!?,9
2454,~~~~~~~~,9
2455,%:,9
2456,************************************,9
2457,!!)--,9
2458,"à""",9
2459,-$$$,9
2460,:((((((,9
2461,.........$,9
2462,(---,9
2463,:-)..,9
2464,**~,9
2465,~**,9
2466,!?!?!).,9
2467,内的,9
2468,"-),",9
2469,?').,9
2470,/...),9
2471,"!!""...",9
2472,!$$,9
2473,??!?!!,9
2474,:').,9
2475,}),9
2476,***?!,9
2477,!!:(,9
2478,**!!!!,9
2479,%^&,9
2480,ú!,9
2481,...:/,9
2482,@.@,9
2483,「,9
2484,:/....,9
2485,é!).,9
2486,/--,9
2487,---------------------------------------------------------------------------------------------------------------,9
2488,"!""......",9
2489,%@,9
2490,"]?""",9
2491,(*****):,9
2492,=-(,9
2493,!!!;),9
2494,〰,9
2495,%$#,9
2496,"','",9
2497,??(,9
2498,+++++++.,9
2499,~~~~~~~~~~,9
2500,*&^%,9
2501,:^(,9
2502,@!!,9
2503,???',9
2504,!!$,9
2505,".""―",9
2506,¡¡¡,9
2507,?!?..,9
2508,=.=,9
2509,(:!,9
2510,:///,9
2511,の,9
2512,!?!.,9
2513,!))),9
2514,...(*,9
2515,(??!!),9
2516,...@,9
2517,:!,9
2518,----------------------------------------------------,9
2519,^^^^,9
2520,????...,9
2521,\/,9
2522,???(,9
2523,??],9
2524,"...""),",9
2525,^*^,9
2526,?????!!!!,9
2527,"%"",",9
2528,"%?""",9
2529,"""¡",9
2530,::).,9
2531,?!-,9
2532,"?""--",9
2533,"+++++,",9
2534,______________________________________________,9
2535,/#!/,9
2536,*****),9
2537,-______-,9
2538,]--,9
2539,=)...,9
2540,:=),9
2541,??!!?!,9
2542,***/*,9
2543,"""...).",9
2544,=},9
2545,'#,9
2546,*#!,9
2547,...(?),9
2548,...($,9
2549,???!?!?,9
2550,...~,9
2551,$$;,9
2552,...‍,9
2553,!!!);,9
2554,"???"",",9
2555,_$,9
2556,!!??),9
2557,!!!!!!).,9
2558,¯\_(ツ)_/¯.,9
2559,$%^&,9
2560,".........""",9
2561,$$$$?,9
2562,***$,9
2563,"],""",9
2564,--------------------------------------------------­­­­­­­­­­-----------------------,9
2565,===============================================,9
2566,"@,",9
2567,"^,",9
2568,"_____"".",9
2569,--------------------------------------------------­­­­­­-----------------------,9
2570,???!!!),9
2571,&^,9
2572,(.....,9
2573,"."";",9
2574,!@#$,9
2575,"($$$$),",9
2576,(!!!!!!!),9
2577,$&&,9
2578,_______.,9
2579,çı,9
2580,%^,9
2581,Ë,9
2582,!'),9
2583,"#""",9
2584,****!!,9
2585,"....,,",9
2586,!\,9
2587,&^%,9
2588,/\,9
2589,；,9
2590,&;,9
2591,-::,9
2592,(-).,8
2593,~~!,8
2594,$):,8
2595,#&,8
2596,_____________________________________,8
2597,?????!!!!!,8
2598,:^,8
2599,...)'(,8
2600,**************************************************,8
2601,....;),8
2602,:-(...,8
2603,""")?",8
2604,($$,8
2605,[(,8
2606,?????).,8
2607,.....!!!!!,8
2608,​...,8
2609,"'""?",8
2610,:);,8
2611,***************************************************,8
2612,..????,8
2613,.....!!!!,8
2614,"!,.",8
2615,"..........""",8
2616,"???!""",8
2617,!_,8
2618,!!:-),8
2619,",,,,,,,,,,",8
2620,""",...",8
2621,"**"".",8
2622,..::,8
2623,+%.,8
2624,...)..,8
2625,&:,8
2626,õ.,8
2627,é!!!!,8
2628,**?,8
2629,~^^,8
2630,_____________________,8
2631,！！！！,8
2632,-___-.,8
2633,(?!?!?!),8
2634,"#"".",8
2635,-$$,8
2636,::)),8
2637,??)..,8
2638,****!!!,8
2639,+++++++++++++,8
2640,"....."".",8
2641,-------------------------------------------------------------,8
2642,Đ,8
2643,......:),8
2644,(!)!!!,8
2645,‰,8
2646,-__-),8
2647,"-.""",8
2648,」,8
2649,#!/,8
2650,#!!,8
2651,"'!),",8
2652,@$&,8
2653,+++',8
2654,$$$$!!!,8
2655,)?!?,8
2656,..?????,8
2657,?!?',8
2658,"),...",8
2659,??????),8
2660,********************************************,8
2661,.]],8
2662,......????,8
2663,".',",8
2664,.-----,8
2665,@#$%.,8
2666,****-,8
2667,".."")",8
2668,(((((,8
2669,^.,8
2670,í/,8
2671,&*%,8
2672,@$$!,8
2673,!!!)),8
2674,?¿,8
2675,"(?)""",8
2676,;$,8
2677,+++++++++++++++++++,8
2678,_-_,8
2679,(?)..,8
2680,"""!?!?",8
2681,_________________________________________________,8
2682,：）,8
2683,...............................................,8
2684,}}},8
2685,*****(,8
2686,***^,8
2687,"(!!!!!),",8
2688,+)!,8
2689,!!!?!?,8
2690,/..,8
2691,"""!),",8
2692,É-,8
2693,à),8
2694,"___,",8
2695,...'',8
2696,?...).,8
2697,!!!!!!....,8
2698,&@$,8
2699,+)...,8
